UF,Município, Limite de Gasto Prefeito 1º Turno , Limite de Gasto Prefeito 2º Turno , Limite de Gasto Vereador , Limite Contratação Prefeito , Limite Contratação Vereador , Eleitorado Apto 
AC,ACRELÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 95 , 48 , 9 506 
SP,ALTAIR, R$ 136 713,74 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 284 
SP,ALTINÓPOLIS, R$ 169 634,65 , R$ -   , R$ 14 870,66 , 134 , 67 , 13 376 
SP,ALTO ALEGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 852 
SP,ALUMÍNIO, R$ 255 189,53 , R$ -   , R$ 34 365,52 , 147 , 74 , 14 739 
SP,ÁLVARES FLORENCE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 43 , 22 , 4 277 
SP,ÁLVARES MACHADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 181 , 91 , 18 138 
SP,ÁLVARO DE CARVALHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 322 
SP,ALVINLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 899 
SP,AMERICANA, R$ 1 121 096,32 , R$ -   , R$ 45 650,29 , 441 , 221 , 171 182 
SP,AMÉRICO BRASILIENSE, R$ 108 039,06 , R$ -   , R$ 22 349,80 , 271 , 136 , 27 128 
SP,AMÉRICO DE CAMPOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 879 
SP,AMPARO, R$ 243 791,56 , R$ -   , R$ 54 241,60 , 323 , 162 , 53 275 
SP,ANALÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 45 , 23 , 4 454 
SP,ANDRADINA, R$ 139 614,09 , R$ -   , R$ 27 735,93 , 314 , 157 , 44 097 
SP,ANGATUBA, R$ 155 968,93 , R$ -   , R$ 10 803,91 , 178 , 89 , 17 778 
SP,ANHEMBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 162 
SP,ANHUMAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 474 
SP,APARECIDA, R$ 152 703,09 , R$ -   , R$ 10 803,91 , 294 , 147 , 29 429 
SP,APARECIDA D'OESTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 41 , 21 , 4 073 
SP,APIAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 207 , 104 , 20 668 
SP,ARAÇARIGUAMA, R$ 403 557,65 , R$ -   , R$ 23 821,62 , 155 , 78 , 15 515 
SP,ARAÇATUBA, R$ 2 441 717,05 , R$ -   , R$ 116 124,68 , 412 , 206 , 142 493 
SP,ARAÇOIABA DA SERRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 233 , 117 , 23 251 
SP,ARAMINA, R$ 108 039,06 , R$ -   , R$ 21 923,96 , 47 , 24 , 4 709 
SP,ARANDU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 58 , 29 , 5 796 
SP,ARAPEÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 571 
SP,ARARAQUARA, R$ 2 241 087,47 , R$ -   , R$ 124 503,94 , 434 , 217 , 163 816 
SP,ARARAS, R$ 689 719,77 , R$ -   , R$ 46 400,78 , 366 , 183 , 95 984 
SP,ARCO-ÍRIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 241 
SP,AREALVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 65 , 33 , 6 519 
SP,AREIAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 524 
SP,AREIÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 914 
SP,ARIRANHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 75 , 38 , 7 520 
SP,ARTUR NOGUEIRA, R$ 180 607,23 , R$ -   , R$ 13 469,96 , 305 , 153 , 34 715 
SP,ARUJÁ, R$ 627 779,34 , R$ -   , R$ 35 117,94 , 335 , 168 , 64 608 
SP,ASPÁSIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 19 , 10 , 1 905 
SP,ASSIS, R$ 208 896,85 , R$ -   , R$ 28 518,54 , 340 , 170 , 70 450 
SP,ATIBAIA, R$ 529 365,99 , R$ -   , R$ 38 791,92 , 375 , 188 , 104 909 
SP,AURIFLAMA, R$ 108 039,06 , R$ -   , R$ 19 606,64 , 115 , 58 , 11 532 
SP,AVAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 383 
SP,AVANHANDAVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 78 , 39 , 7 819 
SP,AVARÉ, R$ 108 039,06 , R$ -   , R$ 39 386,01 , 334 , 167 , 64 274 
SP,BADY BASSITT, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 122 , 61 , 12 175 
SP,BALBINOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 16 , 8 , 1 571 
SP,BÁLSAMO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 143 
SP,BANANAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 87 , 44 , 8 691 
SP,BARÃO DE ANTONINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 664 
SP,BARBOSA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 56 , 28 , 5 582 
SP,BARIRI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 247 , 124 , 24 662 
SP,BARRA BONITA, R$ 108 039,06 , R$ -   , R$ 24 044,14 , 301 , 151 , 30 510 
SP,BARRA DO CHAPÉU, R$ 159 175,87 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 830 
SP,BARRA DO TURVO, R$ 184 742,33 , R$ -   , R$ 32 612,94 , 74 , 37 , 7 442 
SP,BARRETOS, R$ 270 898,90 , R$ -   , R$ 36 539,45 , 356 , 178 , 85 823 
SP,BARRINHA, R$ 108 039,06 , R$ -   , R$ 31 287,94 , 232 , 116 , 23 165 
SP,BARUERI, R$ 3 470 911,64 , R$ 1 041 273,49 , R$ 155 698,59 , 515 , 258 , 245 042 
SP,BASTOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 174 , 87 , 17 362 
SP,BATATAIS, R$ 151 854,26 , R$ -   , R$ 23 012,31 , 313 , 157 , 43 030 
SP,BAURU, R$ 533 142,74 , R$ 159 942,82 , R$ 150 331,85 , 533 , 267 , 263 470 
SP,BEBEDOURO, R$ 263 192,37 , R$ -   , R$ 26 956,50 , 328 , 164 , 58 141 
SP,BENTO DE ABREU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 234 
SP,BERNARDINO DE CAMPOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 629 
SP,BERTIOGA, R$ 671 376,26 , R$ -   , R$ 39 903,68 , 311 , 156 , 41 315 
SP,BILAC, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 163 
SP,BIRIGUI, R$ 710 809,22 , R$ -   , R$ 28 027,13 , 352 , 176 , 81 971 
SP,BIRITIBA MIRIM, R$ 108 039,06 , R$ -   , R$ 26 108,76 , 236 , 118 , 23 615 
SP,BOA ESPERANÇA DO SUL, R$ 108 039,06 , R$ -   , R$ 15 068,90 , 102 , 51 , 10 249 
SP,BOCAINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 947 
SP,BOFETE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 492 
SP,BOITUVA, R$ 108 039,06 , R$ -   , R$ 14 150,69 , 310 , 155 , 39 847 
SP,BOM JESUS DOS PERDÕES, R$ 191 053,46 , R$ -   , R$ 10 803,91 , 158 , 79 , 15 796 
SP,BOM SUCESSO DE ITARARÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 376 
SP,BORÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 12 , 6 , 1 214 
SP,BORACÉIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 38 , 19 , 3 768 
SP,BORBOREMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 114 , 57 , 11 411 
SP,BOREBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 215 
SP,BOTUCATU, R$ 619 886,98 , R$ -   , R$ 52 574,05 , 368 , 184 , 98 134 
SP,BRAGANÇA PAULISTA, R$ 713 549,60 , R$ -   , R$ 62 250,94 , 392 , 196 , 121 942 
SP,BRAÚNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 43 , 22 , 4 255 
SP,BREJO ALEGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 600 
SP,BRODOWSKI, R$ 222 182,75 , R$ -   , R$ 10 803,91 , 160 , 80 , 16 015 
SP,BROTAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 182 , 91 , 18 234 
SP,BURI, R$ 108 039,06 , R$ -   , R$ 16 277,61 , 151 , 76 , 15 100 
SP,BURITAMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 129 , 65 , 12 893 
SP,BURITIZAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 36 , 18 , 3 645 
SP,CABRÁLIA PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 209 
SP,CABREÚVA, R$ 306 556,85 , R$ -   , R$ 26 978,72 , 303 , 152 , 33 251 
SP,CAÇAPAVA, R$ 372 288,27 , R$ -   , R$ 27 894,03 , 340 , 170 , 69 720 
SP,CACHOEIRA PAULISTA, R$ 204 042,01 , R$ -   , R$ 17 921,33 , 250 , 125 , 24 971 
SP,CACONDE, R$ 139 593,49 , R$ -   , R$ 16 162,41 , 147 , 74 , 14 704 
SP,CAFELÂNDIA, R$ 176 474,84 , R$ -   , R$ 10 803,91 , 136 , 68 , 13 576 
SP,CAIABU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 37 , 19 , 3 699 
SP,CAIEIRAS, R$ 333 989,36 , R$ -   , R$ 164 440,62 , 336 , 168 , 65 514 
SP,CAIUÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 152 
SP,CAJAMAR, R$ 538 907,12 , R$ -   , R$ 62 940,76 , 328 , 164 , 57 754 
SP,CAJATI, R$ 184 658,08 , R$ -   , R$ 49 817,55 , 235 , 118 , 23 469 
SP,CAJOBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 270 
SP,CAJURU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 189 , 95 , 18 942 
SP,CAMPINA DO MONTE ALEGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 756 
SP,CAMPINAS, R$ 4 456 105,13 , R$ 1 336 831,54 , R$ 274 165,46 , 1 092 , 546 , 822 044 
SP,CAMPO LIMPO PAULISTA, R$ 494 210,70 , R$ -   , R$ 46 127,63 , 330 , 165 , 60 203 
SP,CAMPOS DO JORDÃO, R$ 200 699,88 , R$ -   , R$ 23 960,92 , 309 , 155 , 39 237 
SP,CAMPOS NOVOS PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 3 999 
SP,CANANÉIA, R$ 261 276,40 , R$ -   , R$ 19 264,21 , 103 , 52 , 10 259 
SP,CANAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 904 
SP,CÂNDIDO MOTA, R$ 108 039,06 , R$ -   , R$ 14 011,56 , 248 , 124 , 24 770 
SP,CÂNDIDO RODRIGUES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 605 
SP,CANITAR, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 3 966 
SP,CAPÃO BONITO, R$ 165 481,56 , R$ -   , R$ 14 770,58 , 307 , 154 , 37 070 
SP,CAPELA DO ALTO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 133 , 67 , 13 255 
SP,CAPIVARI, R$ 365 289,90 , R$ -   , R$ 32 398,06 , 306 , 153 , 36 468 
SP,CARAGUATATUBA, R$ 570 909,33 , R$ -   , R$ 92 650,90 , 355 , 178 , 84 624 
SP,CARAPICUÍBA, R$ 1 245 894,09 , R$ 373 768,23 , R$ 130 464,37 , 555 , 278 , 284 817 
SP,CARDOSO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 104 , 52 , 10 413 
SP,CASA BRANCA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 210 , 105 , 21 008 
SP,CÁSSIA DOS COQUEIROS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 30 , 15 , 3 047 
SP,CASTILHO, R$ 108 039,06 , R$ -   , R$ 19 912,63 , 145 , 73 , 14 543 
SP,CATANDUVA, R$ 1 065 336,57 , R$ -   , R$ 30 001,70 , 357 , 179 , 86 834 
SP,CATIGUÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 60 , 30 , 6 012 
SP,CEDRAL, R$ 108 039,06 , R$ -   , R$ 15 233,71 , 69 , 35 , 6 878 
SP,CERQUEIRA CÉSAR, R$ 108 039,06 , R$ -   , R$ 16 500,51 , 147 , 74 , 14 688 
SP,CERQUILHO, R$ 108 039,06 , R$ -   , R$ 20 359,02 , 302 , 151 , 31 557 
SP,CESÁRIO LANGE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 120 , 60 , 12 028 
SP,CHARQUEADA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 129 , 65 , 12 857 
SP,CHAVANTES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 97 , 49 , 9 740 
SP,CLEMENTINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 55 , 28 , 5 517 
SP,COLINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 148 , 74 , 14 836 
SP,COLÔMBIA, R$ 108 039,06 , R$ -   , R$ 15 956,78 , 60 , 30 , 6 030 
SP,CONCHAL, R$ 188 500,83 , R$ -   , R$ 10 803,91 , 204 , 102 , 20 375 
SP,CONCHAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 139 , 70 , 13 867 
SP,CORDEIRÓPOLIS, R$ 108 039,06 , R$ -   , R$ 15 036,97 , 179 , 90 , 17 934 
SP,COROADOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 181 
SP,CORONEL MACEDO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 447 
SP,CORUMBATAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 067 
SP,COSMÓPOLIS, R$ 108 039,06 , R$ -   , R$ 36 008,69 , 316 , 158 , 45 698 
SP,COSMORAMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 63 , 32 , 6 297 
SP,COTIA, R$ 856 124,79 , R$ -   , R$ 322 774,65 , 429 , 215 , 158 884 
SP,CRAVINHOS, R$ 152 422,96 , R$ -   , R$ 39 002,85 , 256 , 128 , 25 563 
SP,CRISTAIS PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 74 , 37 , 7 361 
SP,CRUZÁLIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 23 , 12 , 2 254 
SP,CRUZEIRO, R$ 323 763,72 , R$ -   , R$ 18 377,10 , 330 , 165 , 59 535 
SP,CUBATÃO, R$ 595 314,82 , R$ -   , R$ 61 238,80 , 367 , 184 , 97 388 
SP,CUNHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 198 , 99 , 19 765 
SP,DESCALVADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 252 , 126 , 25 221 
SP,DIADEMA, R$ 2 031 867,26 , R$ 609 560,18 , R$ 165 499,23 , 601 , 301 , 330 918 
SP,DIRCE REIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 17 , 9 , 1 685 
SP,DIVINOLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 101 , 51 , 10 123 
SP,DOBRADA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 59 , 30 , 5 859 
SP,DOIS CÓRREGOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 191 , 96 , 19 081 
SP,DOLCINÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 24 , 12 , 2 417 
SP,DOURADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 76 , 38 , 7 572 
SP,DRACENA, R$ 266 837,15 , R$ -   , R$ 10 803,91 , 304 , 152 , 34 336 
SP,DUARTINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 103 , 52 , 10 276 
SP,DUMONT, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 925 
SP,ECHAPORÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 54 , 27 , 5 352 
SP,ELDORADO, R$ 148 398,73 , R$ -   , R$ 21 397,96 , 119 , 60 , 11 911 
SP,ELIAS FAUSTO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 135 , 68 , 13 517 
SP,ELISIÁRIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 28 , 14 , 2 802 
SP,EMBAÚBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 611 
SP,EMBU DAS ARTES, R$ 1 369 243,76 , R$ -   , R$ 298 154,12 , 438 , 219 , 168 051 
SP,EMBU-GUAÇU, R$ 297 407,80 , R$ -   , R$ 31 619,82 , 323 , 162 , 52 752 
SP,EMILIANÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 733 
SP,ENGENHEIRO COELHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 157 
SP,ESPÍRITO SANTO DO PINHAL, R$ 166 369,50 , R$ -   , R$ 10 803,91 , 304 , 152 , 34 273 
SP,ESPÍRITO SANTO DO TURVO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 36 , 18 , 3 561 
SP,ESTIVA GERBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 574 
SP,ESTRELA DO NORTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 725 
SP,ESTRELA D'OESTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 100 
SP,EUCLIDES DA CUNHA PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 79 , 40 , 7 859 
SP,FARTURA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 153 
SP,FERNANDO PRESTES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 058 
SP,FERNANDÓPOLIS, R$ 746 110,47 , R$ -   , R$ 27 739,31 , 321 , 161 , 51 321 
SP,FERNÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 17 , 9 , 1 655 
SP,FERRAZ DE VASCONCELOS, R$ 308 801,53 , R$ -   , R$ 60 688,48 , 395 , 198 , 124 774 
SP,FLORA RICA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 19 , 10 , 1 885 
SP,FLOREAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 862 
SP,FLÓRIDA PAULISTA, R$ 108 039,06 , R$ -   , R$ 53 879,82 , 85 , 43 , 8 451 
SP,FLORÍNEA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 894 
SP,FRANCA, R$ 363 371,25 , R$ 109 011,38 , R$ 58 784,55 , 502 , 251 , 231 871 
SP,FRANCISCO MORATO, R$ 188 018,13 , R$ -   , R$ 42 146,88 , 388 , 194 , 117 890 
SP,FRANCO DA ROCHA, R$ 870 961,87 , R$ -   , R$ 118 583,51 , 368 , 184 , 97 911 
SP,GABRIEL MONTEIRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 687 
SP,GÁLIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 56 , 28 , 5 571 
SP,GARÇA, R$ 108 039,06 , R$ -   , R$ 27 791,08 , 305 , 153 , 35 138 
SP,GASTÃO VIDIGAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 375 
SP,GAVIÃO PEIXOTO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 928 
SP,GENERAL SALGADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 90 , 45 , 8 999 
SP,GETULINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 85 , 43 , 8 529 
SP,GLICÉRIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 43 , 22 , 4 283 
SP,GUAIÇARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 628 
SP,GUAIMBÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 780 
SP,GUAÍRA, R$ 177 476,96 , R$ -   , R$ 91 372,93 , 299 , 150 , 29 903 
SP,GUAPIAÇU, R$ 225 105,42 , R$ -   , R$ 10 803,91 , 141 , 71 , 14 140 
SP,GUAPIARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 159 , 80 , 15 894 
SP,GUARÁ, R$ 108 039,06 , R$ -   , R$ 21 743,02 , 152 , 76 , 15 219 
SP,GUARAÇAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 70 , 35 , 6 966 
SP,GUARACI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 87 , 44 , 8 747 
SP,GUARANI D'OESTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 18 , 9 , 1 753 
SP,GUARANTÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 56 , 28 , 5 608 
SP,GUARARAPES, R$ 198 229,07 , R$ -   , R$ 14 368,43 , 251 , 126 , 25 128 
SP,GUARAREMA, R$ 178 484,15 , R$ -   , R$ 13 629,28 , 239 , 120 , 23 867 
SP,GUARATINGUETÁ, R$ 471 850,40 , R$ -   , R$ 27 521,56 , 361 , 181 , 90 858 
SP,GUAREÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 908 
SP,GUARIBA, R$ 108 039,06 , R$ -   , R$ 17 275,44 , 285 , 143 , 28 503 
SP,GUARUJÁ, R$ 1 300 950,50 , R$ 390 285,15 , R$ 189 852,07 , 496 , 248 , 225 501 
SP,GUARULHOS, R$ 4 631 021,13 , R$ 1 389 306,34 , R$ 615 912,82 , 1 173 , 587 , 902 720 
SP,GUATAPARÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 56 , 28 , 5 560 
SP,GUZOLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 864 
SP,HERCULÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 281 
SP,HOLAMBRA, R$ 247 207,14 , R$ -   , R$ 10 803,91 , 104 , 52 , 10 405 
SP,HORTOLÂNDIA, R$ 681 473,96 , R$ -   , R$ 103 305,90 , 414 , 207 , 144 192 
SP,IACANGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 80 , 40 , 8 040 
SP,IACRI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 55 , 28 , 5 475 
SP,IARAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 383 
SP,IBATÉ, R$ 391 499,52 , R$ -   , R$ 10 803,91 , 243 , 122 , 24 314 
SP,IBIRÁ, R$ 108 039,06 , R$ -   , R$ 46 082,38 , 88 , 44 , 8 757 
SP,IBIRAREMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 4 980 
SP,IBITINGA, R$ 108 039,06 , R$ -   , R$ 26 781,82 , 312 , 156 , 42 464 
SP,IBIÚNA, R$ 108 039,06 , R$ -   , R$ 25 708,16 , 329 , 165 , 59 448 
SP,ICÉM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 747 
SP,IEPÊ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 63 , 32 , 6 300 
SP,IGARAÇU DO TIETÊ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 188 , 94 , 18 797 
SP,IGARAPAVA, R$ 296 200,00 , R$ -   , R$ 38 395,15 , 220 , 110 , 22 033 
SP,IGARATÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 84 , 42 , 8 370 
SP,IGUAPE, R$ 493 274,56 , R$ -   , R$ 41 357,17 , 231 , 116 , 23 107 
SP,ILHA COMPRIDA, R$ 359 353,51 , R$ -   , R$ 25 274,21 , 109 , 55 , 10 895 
SP,ILHA SOLTEIRA, R$ 214 737,92 , R$ -   , R$ 19 326,63 , 217 , 109 , 21 657 
SP,ILHABELA, R$ 272 924,74 , R$ -   , R$ 10 803,91 , 234 , 117 , 23 409 
SP,INDAIATUBA, R$ 570 817,76 , R$ -   , R$ 87 803,83 , 425 , 213 , 154 634 
SP,INDIANA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 443 
SP,INDIAPORÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 378 
SP,INÚBIA PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 214 
SP,IPAUSSU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 109 , 55 , 10 944 
SP,IPERÓ, R$ 136 844,39 , R$ -   , R$ 10 803,91 , 188 , 94 , 18 810 
SP,IPEÚNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 136 
SP,IPIGUÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 242 
SP,IPORANGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 37 , 19 , 3 668 
SP,IPUÃ, R$ 159 817,62 , R$ -   , R$ 10 803,91 , 109 , 55 , 10 941 
SP,IRACEMÁPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 165 , 83 , 16 495 
SP,IRAPUÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 57 , 29 , 5 732 
SP,IRAPURU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 55 , 28 , 5 494 
SP,ITABERÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 142 , 71 , 14 198 
SP,ITAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 171 , 86 , 17 087 
SP,ITAJOBI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 126 , 63 , 12 557 
SP,ITAJU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 264 
SP,ITANHAÉM, R$ 241 795,91 , R$ -   , R$ 83 872,44 , 344 , 172 , 73 882 
SP,ITAOCA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 177 
SP,ITAPECERICA DA SERRA, R$ 476 084,47 , R$ -   , R$ 70 111,34 , 383 , 192 , 113 325 
SP,ITAPETININGA, R$ 196 092,19 , R$ -   , R$ 40 239,49 , 377 , 189 , 107 012 
SP,ITAPEVA, R$ 549 911,14 , R$ -   , R$ 75 984,46 , 339 , 170 , 69 478 
SP,ITAPEVI, R$ 1 363 017,29 , R$ -   , R$ 94 319,32 , 416 , 208 , 145 972 
SP,ITAPIRA, R$ 425 853,13 , R$ -   , R$ 23 192,29 , 326 , 163 , 55 838 
SP,ITAPIRAPUÃ PAULISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 347 
